candidate_id,repository,task,reference,why_load_bearing,difficulty,estimated_success_rate,repo_id,repo_url,instruction_path,commit_sha,reference_type,role,confidence,context_snippet
lbv2_0001,1password/scam,Modify `tests/test_replay.py` following the workflow in `AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,tests/test_replay.py,edit:instruction_requires_edit_of_reference,easy,0.69,29ffadc06ef6c6fb,https://github.com/1password/scam,AGENTS.md,987043191161a0e3fcf3a87ccf24341701f25884,path,edit,0.85,"AML parsing, tool routing, checkpoint evaluation, pattern matching, end-to-end scoring, standard tools format, LLM judge, multi-run aggregation, cost calculation - `tests/test_export_html.py` — HTML export rendering and output structure - `tests/test_replay.py` — Terminal replay viewer When adding n"
lbv2_0002,567-labs/instructor,Modify `mkdocs.yml` following the workflow in `.cursor/rules/documentation-sync.mdc`. The cited file must be edited to complete the task. Run `pytest` before finishing.,mkdocs.yml,edit:instruction_requires_edit_of_reference,easy,0.69,03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/documentation-sync.mdc,8edae175e6f426c20020baa2a9274c9cd099dafd,path,edit,0.85,the changes - Check docstrings and type hints are up to date - Update any example code in markdown files - Review README.md if the changes affect installation or usage - When creating new markdown files: - Add the file to mkdocs.yml under the appropriate section - Follow the existing hierarchy and i
lbv2_0003,567-labs/instructor,Modify `mkdocs.yml` following the workflow in `.cursor/rules/readme.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,mkdocs.yml,edit:instruction_requires_edit_of_reference,easy,0.69,03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/readme.md,8edae175e6f426c20020baa2a9274c9cd099dafd,path,edit,0.85,"dc` - **Purpose**: Maintains documentation consistency with code changes - **Applies to**: Python and Markdown files (*.py, *.md) - **Auto Apply**: Yes - **Key Requirements**: - Update docs when code changes - Add new markdown files to mkdocs.yml - Keep API documentation current - Maintain documenta"
lbv2_0004,567-labs/instructor,Modify `mkdocs.yml` following the workflow in `CLAUDE.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,mkdocs.yml,edit:instruction_requires_edit_of_reference,easy,0.69,03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,path,edit,0.85,"entation Guidelines - Every provider needs documentation in `docs/integrations/` following standard format - Provider docs should include: installation, basic example, modes supported, special features - When adding a new provider, update `mkdocs.yml` navigation and redirects - Example code should i"
lbv2_0005,affitor/affiliate-skills,Modify `SKILL.md` following the workflow in `skills/meta/create-skill/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,SKILL.md,edit:instruction_requires_edit_of_reference,easy,0.69,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/meta/create-skill/SKILL.md,b528c160fccf97115f1f2b11dded372dc7c1d0e7,path,edit,0.85,"--- name: create-skill description: > Turn a repeatable AI prompt or workflow into a structured, shareable skill for the affiliate-skills GitHub repository. Use this skill when the user wants to create a new skill, write a SKILL.md, convert a prompt to a skill, share a skill via the GitHub repo, or "
lbv2_0006,affitor/affiliate-skills,Modify `shared/references/ftc-compliance.md` following the workflow in `skills/content/tiktok-script-writer/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,shared/references/ftc-compliance.md,edit:instruction_requires_edit_of_reference,easy,0.69,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/content/tiktok-script-writer/SKILL.md,0fd5eb377a33f950e135b5d3010d24e2bfd504c7,path,edit,0.85,"overlay should tell the whole story without audio 5. End the hook WITH the setup — don't just ask a question, tease the answer 6. The demo must be REAL — no vague ""and then it does this amazing thing"" ### Step 5: Add FTC Disclosure Per `shared/references/ftc-compliance.md` for short-form video: - Ve"
lbv2_0007,agents2agentsai/ata,Modify `.github/scripts/rusty_v8_bazel.py` following the workflow in `.codex/skills/update-v8-version/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,.github/scripts/rusty_v8_bazel.py,edit:instruction_requires_edit_of_reference,easy,0.69,1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,.codex/skills/update-v8-version/SKILL.md,c185110fa943203663da509065c77a984557a5a7,path,edit,0.85,/v8/BUILD.bazel` - `third_party/v8/README.md` - the matching `third_party/v8/rusty_v8_<version>.sha256` manifest when the remaining prebuilt inputs change 3. Keep the existing checksum helpers in the loop: ```bash python3 .github/scripts/rusty_v8_bazel.py update-module-bazel python3 .github/scripts/
lbv2_0008,agents2agentsai/ata,Modify `.github/workflows/rusty-v8-release.yml` following the workflow in `.codex/skills/update-v8-version/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,.github/workflows/rusty-v8-release.yml,edit:instruction_requires_edit_of_reference,easy,0.69,1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,.codex/skills/update-v8-version/SKILL.md,c185110fa943203663da509065c77a984557a5a7,path,edit,0.85,longer apply or no longer match upstream 4. Trace each failing delta back into Codex's build graph: - `MODULE.bazel` - `third_party/v8/BUILD.bazel` - `.github/scripts/rusty_v8_bazel.py` - `.github/workflows/v8-canary.yml` - `.github/workflows/rusty-v8-release.yml` 5. Update only the pieces required 
lbv2_0009,agents2agentsai/ata,Modify `codex-rs/tui` following the workflow in `codex-rs/tui/src/bottom_pane/AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,codex-rs/tui,edit:instruction_requires_edit_of_reference,easy,0.69,1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/tui/src/bottom_pane/AGENTS.md,58e8f75b276bbc6bae5bde633137ceee399db6d9,path,edit,0.85,"n explanation of the current behavior. - Update the narrative doc `docs/tui-chat-composer.md` whenever behavior/assumptions change (Enter handling, retro-capture, flush/clear rules, `disable_paste_burst`, non-ASCII/IME handling). - Keep `codex-rs/tui` and `codex-rs/tui2` implementations/docstrings a"
lbv2_0010,agents2agentsai/ata,Modify `docs/tui-chat-composer.md` following the workflow in `codex-rs/tui/src/bottom_pane/AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,docs/tui-chat-composer.md,edit:instruction_requires_edit_of_reference,easy,0.69,1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/tui/src/bottom_pane/AGENTS.md,58e8f75b276bbc6bae5bde633137ceee399db6d9,path,edit,0.85,"er state machines in this folder, keep the docs in sync: - Update the relevant module docs (`chat_composer.rs` and/or `paste_burst.rs`) so they remain a readable, top-down explanation of the current behavior. - Update the narrative doc `docs/tui-chat-composer.md` whenever behavior/assumptions change"
lbv2_0011,agentwrapper/agent-orchestrator,Modify `docs/cli/README.md` following the workflow in `AGENTS.md`. The cited file must be edited to complete the task. Run `go test` before finishing.,docs/cli/README.md,edit:instruction_requires_edit_of_reference,easy,0.69,709dc9caa5f1ae36,https://github.com/agentwrapper/agent-orchestrator,AGENTS.md,718a1b135c0fd39cc59cde839a71c17e9f8be86a,path,edit,0.85,"- `docs/README.md` — docs index. - `docs/architecture.md` — backend mental model, package layout, lifecycle/session/service boundaries, and load-bearing rules. - `docs/status.md` — current implementation state and next integration work. - `docs/cli/README.md` — intended CLI shape: thin Cobra client "
lbv2_0012,alfanous-team/alfanous,Modify `.github/workflows/tests.yaml` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,.github/workflows/tests.yaml,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,. Update importer in `src/alfanous_import/` 3. Rebuild indexes using `make build` 4. Update tests to reflect changes ### Adding New Dependencies 1. Add to `install_requires` in `src/alfanous/setup.py` 2. Update GitHub Actions workflow in `.github/workflows/tests.yaml` 3. Document in this file ## CI/
lbv2_0013,alfanous-team/alfanous,Modify `src/alfanous/api.py` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/alfanous/api.py,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,lt ordering ## Common Development Tasks ### Adding a New Search Feature 1. Implement core logic in `src/alfanous/engines.py` or `src/alfanous/searching.py` 2. Update output formatting in `src/alfanous/outputs.py` 3. Add API interface in `src/alfanous/api.py` 4. Write tests in `src/tests/test_*.py` 5
lbv2_0014,alfanous-team/alfanous,Modify `src/alfanous/engines.py` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/alfanous/engines.py,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,"orts Arabic and Buckwalter transliteration) - `unit`: Search unit (aya, word, translation) - `page`: Pagination support - `sortedby`: Result ordering ## Common Development Tasks ### Adding a New Search Feature 1. Implement core logic in `src/alfanous/engines.py` or `src/alfanous/searching.py` 2. Upd"
lbv2_0015,alfanous-team/alfanous,Modify `src/alfanous/indexing.py` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/alfanous/indexing.py,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,y` 2. Update output formatting in `src/alfanous/outputs.py` 3. Add API interface in `src/alfanous/api.py` 4. Write tests in `src/tests/test_*.py` 5. Update documentation if needed ### Modifying Index Structure 1. Update indexing logic in `src/alfanous/indexing.py` 2. Update importer in `src/alfanous
lbv2_0016,alfanous-team/alfanous,Modify `src/alfanous/outputs.py` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/alfanous/outputs.py,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,n) - `page`: Pagination support - `sortedby`: Result ordering ## Common Development Tasks ### Adding a New Search Feature 1. Implement core logic in `src/alfanous/engines.py` or `src/alfanous/searching.py` 2. Update output formatting in `src/alfanous/outputs.py` 3. Add API interface in `src/alfanous
lbv2_0017,alfanous-team/alfanous,Modify `src/alfanous/searching.py` following the workflow in `.github/copilot-instructions.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,src/alfanous/searching.py,edit:instruction_requires_edit_of_reference,easy,0.69,2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,28faed9854bfdec3b2f21b11561c87792ba46b03,path,edit,0.85,"ansliteration) - `unit`: Search unit (aya, word, translation) - `page`: Pagination support - `sortedby`: Result ordering ## Common Development Tasks ### Adding a New Search Feature 1. Implement core logic in `src/alfanous/engines.py` or `src/alfanous/searching.py` 2. Update output formatting in `src"
lbv2_0018,all-hands-ai/openhands,Modify `docker-compose.yml` following the workflow in `.agents/skills/update-sdk/references/docker-image-locations.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,docker-compose.yml,edit:instruction_requires_edit_of_reference,easy,0.69,956a087a689baeee,https://github.com/all-hands-ai/openhands,.agents/skills/update-sdk/references/docker-image-locations.md,83561701939fe70577e74c4aeb5acd2f7f8f7da3,path,edit,0.85,"image the app server pulls at runtime - **⚠️ Gotcha:** When pinning to an SDK PR, the image tag is the **merge-commit SHA** from GitHub Actions, not the PR head-commit SHA. Check the SDK PR description or CI logs for the correct tag. ### `docker-compose.yml` - **Lines:** ```yaml - AGENT_SERVER_IMAGE"
lbv2_0019,all-hands-ai/openhands,Modify `openhands/resolver/issue_resolver.py` following the workflow in `.agents/skills/update-sdk/references/docker-image-locations.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,openhands/resolver/issue_resolver.py,edit:instruction_requires_edit_of_reference,easy,0.69,956a087a689baeee,https://github.com/all-hands-ai/openhands,.agents/skills/update-sdk/references/docker-image-locations.md,83561701939fe70577e74c4aeb5acd2f7f8f7da3,path,edit,0.85,"on` - **Two places:** root `""version"": ""X.Y.Z""` and `packages[""""].version` ## Dynamic References (auto-derived, no manual update) ### `openhands/version.py` - Reads version from `pyproject.toml` at runtime → `openhands.__version__` ### `openhands/resolver/issue_resolver.py` - Builds `ghcr.io/openhan"
lbv2_0020,all-hands-ai/openhands,Modify `openhands/version.py` following the workflow in `.agents/skills/update-sdk/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,openhands/version.py,edit:instruction_requires_edit_of_reference,easy,0.69,956a087a689baeee,https://github.com/all-hands-ai/openhands,.agents/skills/update-sdk/SKILL.md,83561701939fe70577e74c4aeb5acd2f7f8f7da3,path,edit,0.85,"-| | `pyproject.toml` | `version = ""X.Y.Z""` under `[tool.poetry]` | | `frontend/package.json` | `""version"": ""X.Y.Z""` | | `frontend/package-lock.json` | `""version"": ""X.Y.Z""` in **two** places (root object and `packages[""""]`) | > **Note:** `openhands/version.py` reads the version from `pyproject.toml`"
lbv2_0021,all-hands-ai/openhands,Modify `tests/sdk/tool/test_tool.py` following the workflow in `AGENTS.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,tests/sdk/tool/test_tool.py,edit:instruction_requires_edit_of_reference,easy,0.69,956a087a689baeee,https://github.com/all-hands-ai/openhands,AGENTS.md,8dd71b34bec8c1caa0077039930bdc860c2dd0c8,path,edit,0.85,".github/workflows/tests.yml - Put unit tests under the corresponding domain folder in `tests/` (e.g., `tests/sdk`, `tests/tools`, `tests/workspace`). For example, changes to `openhands-sdk/openhands/sdk/tool/tool.py` should be covered in `tests/sdk/tool/test_tool.py`. - DON'T write TEST CLASSES unle"
lbv2_0022,alphabitcore/nexus-gateway,Modify `.cursor/rules/sdd-workflow.mdc` following the workflow in `CLAUDE.md`. The cited file must be edited to complete the task. Run `npm test` before finishing.,.cursor/rules/sdd-workflow.mdc,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,CLAUDE.md,b715000faa55ed2decb678e70b08546220f97070,path,edit,0.85,satisfied; tests passing; verification commands run; commit reminder asked; no new TODO/stub in prod code; non-trivial work used deep reasoning + asked for needed user decisions; new content is English-only. **Agent rules.** Cursor loads `.cursor/rules/sdd-workflow.mdc` (`alwaysApply: true`) — bindi
lbv2_0023,alphabitcore/nexus-gateway,Modify `CLAUDE.md` following the workflow in `.claude/skills/run-local/SKILL.md`. The cited file must be edited to complete the task. Run `pytest` before finishing.,CLAUDE.md,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,.claude/skills/run-local/SKILL.md,3de94a131a29dc1cde356ebbdd2fc18103977b16,path,edit,0.85,"sion work, recovery not guaranteed. - **Never `git add -A` / `git add .`** — use explicit pathspecs. - **Never commit** — only edit. - Report back: list of files touched, tests deleted (with names), verification command outputs. These are CLAUDE.md bindings; the skill restates them so the sub-agent "
lbv2_0024,alphabitcore/nexus-gateway,Modify `CLAUDE.md` following the workflow in `.claude/skills/smoke-gateway/SKILL.md`. The cited file must be edited to complete the task. Run `go test` before finishing.,CLAUDE.md,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,.claude/skills/smoke-gateway/SKILL.md,3de94a131a29dc1cde356ebbdd2fc18103977b16,path,edit,0.85,"-A5 -B2 <model>`). 2. Read the relevant Go handler under `packages/ai-gateway/internal/ingress/proxy/` and `packages/shared/` for the suspected failure path. 3. Form a hypothesis. State it in one line before editing. #### Edit Follow CLAUDE.md rules: real fix only, no TODOs, no stubs. English only. "
lbv2_0025,alphabitcore/nexus-gateway,Modify `CLAUDE.md` following the workflow in `.cursor/rules/architecture-doc-triggers.mdc`. The cited file must be edited to complete the task. Run `pytest` before finishing.,CLAUDE.md,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,.cursor/rules/architecture-doc-triggers.mdc,3de94a131a29dc1cde356ebbdd2fc18103977b16,path,edit,0.85,"c(s). This rule is one of the **three required reads** before any code change (see `pre-edit-reading.mdc` for the full requirement: architecture + feature + conventions). It operationalises Step 1 of the Mandatory Development Workflow in `CLAUDE.md` (""Architecture"") with per-module precision. ## How"
lbv2_0026,alphabitcore/nexus-gateway,Modify `CLAUDE.md` following the workflow in `.cursor/rules/sdd-workflow.mdc`. The cited file must be edited to complete the task. Run `npm test` before finishing.,CLAUDE.md,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,.cursor/rules/sdd-workflow.mdc,3de94a131a29dc1cde356ebbdd2fc18103977b16,path,edit,0.85,"--- description: Mandatory development workflow (Plan + Todo + SDD pipeline) alwaysApply: true --- # Mandatory development workflow > Canonical text lives in **`CLAUDE.md`**. This rule is the IDE-side surfacing; when this file disagrees with `CLAUDE.md`, `CLAUDE.md` wins. ## Forced defaults (every u"
lbv2_0027,alphabitcore/nexus-gateway,Modify `packages/ai-gateway/internal/providers/specs/anthropic/codec/codec.go` following the workflow in `CLAUDE.md`. The cited file must be edited to complete the task. Run `npm test` before finishing.,packages/ai-gateway/internal/providers/specs/anthropic/codec/codec.go,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,CLAUDE.md,b715000faa55ed2decb678e70b08546220f97070,path,edit,0.85,"ence is genuinely needed. When in doubt about adding a UI surface, config field, menu item, or code path: delete instead. Prefer (i) adapter/runtime auto-fills over admin-facing config (canonical pattern: Anthropic `max_tokens` default in `packages/ai-gateway/internal/providers/specs/anthropic/codec"
lbv2_0028,alphabitcore/nexus-gateway,Modify `packages/shared` following the workflow in `.cursor/rules/go-conventions.mdc`. The cited file must be edited to complete the task. Run `go test` before finishing.,packages/shared,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,.cursor/rules/go-conventions.mdc,3de94a131a29dc1cde356ebbdd2fc18103977b16,path,edit,0.85,"ndency via `replace`, point at an external fork, or override a third-party module to a non-proxy version. Those uses remain forbidden. ## Forbidden - `sqlc`. Use hand-written SQL + Prisma → Go codegen for types. - Breaking API change in `packages/shared/*` once shipped in a released Agent binary (ad"
lbv2_0029,alphabitcore/nexus-gateway,Modify `tools/db-migrate` following the workflow in `CLAUDE.md`. The cited file must be edited to complete the task. Run `npm test` before finishing.,tools/db-migrate,edit:instruction_requires_edit_of_reference,easy,0.69,728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,CLAUDE.md,b715000faa55ed2decb678e70b08546220f97070,path,edit,0.85,"ing required body fields). Compile-clean ≠ test-effective. - **AI Gateway / traffic_event changes require ai-gateway smoke run before ""done"".** Any edit that touches `packages/ai-gateway/**`, the `TrafficEvent` table or related schemas in `tools/db-migrate/schema.prisma` (`TrafficEvent`, `TrafficEve"
