repo_id,repo_url,referenced_path,control_path,panel_start_commit,panel_end_commit,panel_start_time,panel_end_time,panel_duration_days,match_extension,match_depth_diff,match_size_ratio,match_creation_days_diff,match_score,ref_lifetime_days,ref_churn_commits,ref_rename_count,ref_deleted,ref_survived_panel,ctrl_lifetime_days,ctrl_churn_commits,ctrl_rename_count,ctrl_deleted,ctrl_survived_panel
03ff95638105b96a,https://github.com/567-labs/instructor,README.md,docs/index.md,8edae175e6f426c20020baa2a9274c9cd099dafd,8edae175e6f426c20020baa2a9274c9cd099dafd,2025-03-19T00:18:25+00:00,2025-03-19T00:18:25+00:00,0.0,md,1,0.838,24.1186,2.9807,0.0,0,0,False,True,0.0,0,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,CHANGELOG.md,docs/api-docstring-assessment.md,6b969d2b3acfec363d2859511e19176a4f01c8c0,6b969d2b3acfec363d2859511e19176a4f01c8c0,2026-04-02T22:58:24+00:00,2026-04-02T22:58:24+00:00,0.0,md,1,0.4833,29.0483,3.6954,0.0,1,0,False,True,0.0,0,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,docs_todo.md,5d9de64fc8ec1ee087252fbb08621db23d9ae893,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-05-15T15:54:50+00:00,2026-04-02T22:58:24+00:00,322.2941,md,0,1.3987,0.0,0.3355,322.2941,7,0,False,True,53.9297,1,0,True,False
03ff95638105b96a,https://github.com/567-labs/instructor,build_mkdocs.sh,.coveragerc,5d9de64fc8ec1ee087252fbb08621db23d9ae893,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-05-15T15:54:50+00:00,2026-04-02T22:58:24+00:00,322.2941,sh,0,1.3729,93.2514,3.4208,322.2941,0,0,False,True,322.2941,0,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,refactor_plan/MEASUREMENTS.md,docs/contributing.md,9466f0a5bc953d37ea1b00931b40cad5b11fe3bd,dc7994dfe7094b3d88209ef9ca69915932c57fe4,2025-11-06T07:03:02+00:00,2026-01-24T00:57:09+00:00,78.7459,md,0,1.4339,,6.3603,39.373,0,0,True,False,59.3305,2,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,refactor_plan/OVERVIEW.md,docs/modes-comparison.md,9466f0a5bc953d37ea1b00931b40cad5b11fe3bd,dc7994dfe7094b3d88209ef9ca69915932c57fe4,2025-11-06T07:03:02+00:00,2026-01-24T00:57:09+00:00,78.7459,md,0,1.2387,,6.214,39.373,0,0,True,False,73.6929,2,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,mkdocs.yml,.github/FUNDING.yml,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-03-04T04:41:40+00:00,2026-04-02T22:58:24+00:00,394.7616,yml,1,1436.5,122.4934,13.2731,339.5235,29,0,False,True,394.7616,0,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/__init__.py,instructor/exceptions.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-07-07T23:46:56+00:00,2026-04-02T22:58:24+00:00,268.9663,py,0,1.1825,184.2251,6.3084,192.9555,11,0,False,True,121.2501,4,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/auto_client.py,tests/test_exceptions.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-07-07T23:46:56+00:00,2026-04-02T22:58:24+00:00,268.9663,py,0,2.2993,52.2271,2.5734,205.6847,20,0,False,True,268.9663,4,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/mode.py,instructor/client_anthropic.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-07-07T23:46:56+00:00,2026-04-02T22:58:24+00:00,268.9663,py,0,1.1354,27.6419,1.0484,215.7009,3,0,False,True,11.5552,2,1,True,False
03ff95638105b96a,https://github.com/567-labs/instructor,instructor/utils.py,instructor/process_response.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-07-07T23:46:56+00:00,2026-04-02T22:58:24+00:00,268.9663,py,0,0.927,0.5487,0.0941,11.5552,6,0,True,False,65.7807,14,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,pyproject.toml,.ruff.toml,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,6b969d2b3acfec363d2859511e19176a4f01c8c0,2025-07-07T23:46:56+00:00,2026-04-02T22:58:24+00:00,268.9663,toml,0,5.0037,188.6892,7.8991,268.9663,29,0,False,True,21.8006,1,0,False,True
03ff95638105b96a,https://github.com/567-labs/instructor,pyrightconfig.json,.vscode/settings.json,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,2025-07-07T23:46:56+00:00,2025-07-07T23:46:56+00:00,0.0,json,1,,544.1811,25.5904,0.0,1,0,False,True,0.0,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.github/pull_request_template.md,examples/README.md,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,md,0,6.7769,119.1402,5.8783,218.7619,6,0,False,True,134.5783,1,0,True,False
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.github/workflows/apm-integrations.yml,.github/workflows/appsec.yml,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,yml,0,2.129,0.0,0.7556,247.0687,83,1,False,True,243.908,89,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,docs/API.md,README.md,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,md,1,2.593,111.7872,6.679,237.6475,25,0,False,True,0.0,15,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,docs/test.ts,ext/tags.d.ts,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,ts,0,27.1523,68.6647,5.5889,248.2651,77,0,False,True,43.7459,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,index.d.ts,ext/formats.d.ts,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,ts,1,372.6727,68.6647,10.2059,251.0998,134,0,False,True,0.0,1,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-plugin-kafkajs/src/index.js,integration-tests/ci-visibility/mocha-plugin-tests/async-pass.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,js,0,1.9407,0.5058,0.678,102.7985,4,0,False,True,52.0663,2,1,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/plugins/index.js,packages/datadog-plugin-aws-sdk/src/services/dynamodb.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-10-21T20:44:25+00:00,2026-07-02T00:47:01+00:00,253.1685,js,0,1.154,259.191,8.7829,237.6475,42,0,False,True,194.6269,15,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,devdocs/adding-apis.md,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-12-19T22:46:01+00:00,2026-07-02T00:47:01+00:00,194.084,md,1,2.6723,205.4659,9.8316,194.084,21,0,False,True,181.6586,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,integration-tests/helpers/index.js,benchmark/sirun/statsd.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-12-19T22:46:01+00:00,2026-07-02T00:47:01+00:00,194.084,js,0,27.4199,67.9984,5.5768,186.9151,80,1,False,True,109.7339,3,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/log/index.js,packages/datadog-plugin-express/test/integration-test/client.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-12-19T22:46:01+00:00,2026-07-02T00:47:01+00:00,194.084,js,0,1.1495,184.5647,6.2915,184.8933,23,0,False,True,152.3989,13,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/src/telemetry/telemetry.js,packages/datadog-instrumentations/src/grpc/server.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-12-19T22:46:01+00:00,2026-07-02T00:47:01+00:00,194.084,js,0,2.8089,98.9329,4.3304,188.9339,22,0,False,True,139.4514,6,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,version.js,esbuild.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2025-12-19T22:46:01+00:00,2026-07-02T00:47:01+00:00,194.084,js,0,7.5769,34.1234,3.1515,0.0,6,0,False,True,0.0,2,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/instrument.js,packages/datadog-instrumentations/src/http/client.js,10cb57e4328df741fdac10e34e91c8d896f6af27,6ce8dfe42ee85d585992e5e3dc12fcf013b7fa30,2026-01-20T20:24:27+00:00,2026-07-02T00:47:01+00:00,162.1823,js,0,0.3138,98.8756,4.4545,148.8317,14,0,False,True,146.6957,19,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/datadog-instrumentations/src/helpers/rewriter/transforms.js,packages/datadog-instrumentations/src/helpers/rewriter/index.js,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-06-29T12:40:24+00:00,2026-06-30T18:58:19+00:00,1.2624,js,0,0.4767,0.0,0.7404,1.2624,0,0,False,True,1.2624,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,vendor/package-lock.json,.vscode/extensions.json,7d9893e01968f82284798235edcea9d887e96b60,cdde86d6d8dbfc4e58fd8502d451e490f8c38d36,2026-06-29T12:40:24+00:00,2026-06-30T18:58:19+00:00,1.2624,json,0,269.0926,5.4806,5.7686,1.2624,0,0,False,True,1.2624,0,0,False,True
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,packages/dd-trace/test/llmobs/plugins/langgraph/index.spec.js,packages/dd-trace/src/llmobs/plugins/ai/util.js,ac15a16e1b0323c61096878db94fbcde23597b09,c56c18a876a295cc8c2714df240085efc60757c7,2026-03-19T15:42:03+00:00,2026-06-19T14:34:20+00:00,91.953,js,0,1.6022,214.1514,7.6097,62.6933,3,0,False,True,74.1856,10,0,False,True
